Language Name,ISO,STATE,LgFly,Translation Status/Need,Strategic Zone,Orgs Involved,TR Org,Population,Pop. Source,"Pop in
2011",Location,#Of translations,OT Tr in progress,Decision Criteria,Translation Status,Status date,NT in Progress,Project location (State & District),"NT Start
Date","OT Start
Date","NT Pub
Date",NT Revised,"First BB 
Pub. Date",Bible revised,NT Script,Cluster,Translators/Facilitators name,Other information,No,"Literacy Rate
in L1","Literacy Rate
in L2","Source on
Literacy (L2)","Second
Language (L2)",GFA,TWR,FEBA,NT,Portions,Jesus Film,Jesus Film Audio,Jesus Film Children,Dayasagar,God Story,Radio Broadcast,,,,,,,,,,
"Kolami, Northwestern",kfb,Maharashtra,Dravidian,NT available,Central Zone,"GR, FMPB, FRM, PSSS, BSI, IEM WCOI, YWAM, Maharashtra Village Mission, Methodist",INDP,200000,,,"Maharashtra [Yavatmal, Wardha, and Nanded districts]; Andhra Pradesh; Madhya Pradesh",,,,,,,,,,2006,,,,,Gondi cluster,,,201,4%,,,,,,,,,,,,,,,,,,,,,,,,
"Kolami, SouthEast Zoneern",nit,Andhra Pradesh,Dravidian,Full TR Need,South Zone,"Vishwavani, Kolami Outreach Map (By Paul Wick)",INDP??,14222,Census 2001,,"Andhra Pradesh [Adilabad District]; Maharashtra [Chandrapur, and Nanded districts]",,,,,,,,2007,,,,,,,Gondi,,Literacy is around 50% TWFTW started translation,202,,,,,,,,,,,,,,,,,,,,,,,,,
"Koli, Kachi",gjk,Gujarat,Indo-Aryan,NT available,West Zone,,PBS,400000,Ethnologue 09,,"There may be a group in India, concentrated in their ancestral homeland centered around Bhuj, in the Rann of Kachchh, Gujarat",,,Lg of Pak,,,,,2002,,2002,,,,,,,,203,1%,5%,,,,,,,x,,,,,,,,,,,,,,,,
"Koli, Wadiyara ",kxp,Gujarat,Indo-Aryan,Translation in Progress,West Zone,,OA,403575,Ethnologue 09,,Gujarat [near town of Wadhyar],,,,,,,,2015,,,,,,,Bhil,,,204,,,,,,,,,,,,,,,,,,,,,,,,,
Kom,kmm,Manipur,Tibeto-Burman,Whole Bible Available,NEI Zone,,,15467,Census 2001,,"East Zone and Central Zone Manipur [Churachandpur, Tamenglong, and Senapati districts - 22 villages]",,,,,,,,,,1976,,1996,,,"Naga, Manipur",,,205,,64%,Census 2001,,,,,,,Yes,Yes,,,,,,,,,,,,,,
Konda-Dora,kfc,Andhra Pradesh,Dravidian,NT available,South Zone,,CIC,206381,Census 2001,,"Konda-Dora in Andhra Pradesh [Vizianagaram, Srikakulam, East Zone Godavari districts]; Kubi in Orissa [Koraput District]; Assam",,,,OT translation in progress,,,,,,2006,,,,,AP Telugu,,,206,,35 - 44%,Census 2001,Telugu,,,,,,,,,,,,,,,,,,,,,
Konkani,knn,Maharashtra,Indo-Aryan,Whole Bible Available,Central Zone,,,2420140,Census 2001,,Maharashtra [north and Central Zone coastal strip], Karnataka, Dadra & Nagar Haveli, Kerala,,,,,,,,,,1970,,1997,,,Konkani cluster,,,207,,,,,x,x,,x,,Yes,Yes,,,Yes,Yes,,,,,,,
"Konkani, Goan",gom,Maharashtra,Indo-Aryan,Whole Bible Available,Central Zone,,BSI,3632174,,,"Maharashtra [southern coastal strip, primarily in Ratnagiri district]; Goa; Karnataka; Kerala",,,,,,,,,,1818,,2006,,,Konkani cluster,,,208,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,
"Koraga, Korra",kfd,Karnataka,Dravidian,No Need,South Zone,,,16230,Census 2001,,"Karnataka [Dakshina Kannada, Udipi Districts]; Kerala [Kannur and Kasargod districts]; Tamil Nadu",,,Almost extinct,,,,,,,,,,,,Tulu,,,209,,,,,,,,,,,,,,,,,,,,,,,,,
"Koraga, Mudu",vmd,Kerala,Dravidian,No Need,South Zone,,,,,,Kerala,,,Almost extinct,,,,,,,,,,,,Tulu cluster,,,210,,,,,,,,,,,,,,,,,,,,,,,,,
Korku,kfq,Madhya Pradesh,Austro-Asiatic,Translation in Progress,Central Zone,"CBFMS, GR, IEM, SGM, BSI, EFICOR,WCOI",IEM,541880,Census 2001,,"Southern Madhya Pradesh [southern Betul District - north of and around Betul city, Hoshangabad District, East Zone Nimar (Khandwa) District]; northern Maharashtra [Amravati, Buldana, Akola districts]",1,,,,,X,,1984,,,,,,,Korku cluster,,,211,1-5%,,,,,,,,x,Yes,Yes,,,,,,,,,,,,,,
Korlai Creole Portuguese,vkp,Goa,Creole,Research Need,West Zone,WCOI,,750,,,"Maharashtra [Korlai, 200 km. south of Mumbai, west coast]",,,,,,,,,,,,,,,"Creole, Portuguese based",,,212,,,,,,,,,,,,,,Yes,,,,,,,,,,,
Korwa,kfp,Chandigarh,Austro-Asiatic,Translation in Progress,Central Zone,,WIN,66000,Ethnologue 09,,"Jharkhand [Palamau, Garhwa and Gumla districts]; Chhattisgarh [Jashpur, Surguja, Raigarh, Korba, Bilaspur districts]; Andhra Pradesh; Orissa [Mayurbhanj and Sundargarh districts]; Uttar Pradesh [Mirzapur District]; West Bengal;  Maharashtra",1,,,,,X,,2004,,,,,,,Jharkhand cluster,,,213,1%,26%,Census 2001,Chhattisgarhi,,,,,,,,,,,,,,,,,,,,,
Kota,kfe,Tamil Nadu,Dravidian,Translation in Progress,South Zone,"BR, IBT, GR",IBT,925,Census 2001,,"Tamil Nadu [Nilgiri Hills - mainly in Sholur Kokkal, New Kotagiri, Kilkotagiri, Kollimalai, Kundah Kotagiri, Trichicady and Gudalur settlements; a few also in Ooty, Coonoor, Indunagar, Aravankavu and Wellington; Chennai]",1,,,"IBT has published goespel of Mark few years ago, after that nothing published.",,X,,2007,,,,,,,Nilgiris,,,214,1%,75%,Census 2001,,,,,,x,,,,,,,,,,,,,,,,
Koya,kff,Andhra Pradesh,Dravidian,NT available,South Zone,,IEM/IBT,568019,Census 2001,,"Andhra Pradesh [south of the Godavari River and in adjoining districts north of the river]; Orissa [Koraput District - Malkangiri subdivision]; Chhattisgarh [Bastar District]; Maharashtra; 300 km. East Zone to west, 200 km. north to south",,,,OT translation in progress,,,,,,2004,,,,,AP Telugu,,,215,,7%,Census 2001,,x,x,,,,,,,,Yes,Yes,,,,,,,,,,
Kudiya,kfg,Kerala,Dravidian,Research Need,South Zone,,,3308,Census 2001,,Karnataka [Coorg (Kodagu) and Dakshina Kannada districts], Kerala [Kannur & Kasargod Districts], Tamil Nadu,,,,,,,,,,,,,,,Coorg cluster,,BMI completed recording of a set of story,216,,48 - 64%,Census 2001,,,,,,,,,,,,,,,,,,,,
Kudhmali,kyw,Jharkhand,Indo-Aryan,Translation in Progress,East Zone,,NIEA,425920,Census 2001,,"Jharkhand [East Zoneern side]; West Bengal [in the western part of Purulia, Bankura Malda, Nadia and Western Midnapur districts]; Orissa [Keonjhar, Mayourbhanj and Sundargargh districts]; Assam [Darrang, Sonitpur, Golaghat, Jorhat districts]",1,,"Good attitude and use of lg, but most young people speaks Oriya among themselves",,,,,,,,,,,,Jharkhand cluster,,,217,,,,,,,,,,,,,,,,,,,,,,,,,
Kui,kxu,Odissa,Dravidian,Whole Bible Available,East Zone,,,915392,Census 2001,,"Orissa [Phulbani, Koraput districts, Ganjam district - Udayagiri area]; Andhra Pradesh; Madhya Pradesh; Tamil Nadu",,,,,,,,,,1954,,2006,,,,,,218,,,,,x,x,,x,,Yes,Yes,,,Yes,Yes,,,,,,,,,,
Kukna,kex,Gujarat,Indo-Aryan,NT available,West Zone,,BSI/ORBIT,110602,Census 2001,,"Gujarat [Dangs and Valsad districts]; Maharashtra [Dhule, Nasik, and Thane districts]; Dadra & Nagar Haveli; Karnataka [Dakshina Kannada (Kanara) district]; Rajasthan",,,,,,,,1977,,2002,,,,,,,,219,10-30%,,,,x,x,,,,,,,,,Yes,,,,,,,,,,
Kulung,kle,Sikkim,Tibeto-Burman,No Need in India,NEI Zone,,,,,,Sikkim, West Bengal [Jalpaiguri district], Uttarakhand [Dehradun], Assam,,,Language development/ Translation in progress in Nepal,,,X,,2007,,,,,,,Sikkim cluster,,,220,,,,,,,,,,,,,,,,,,,,,,
Kumaoni,kfy,Uttarakhand,Indo-Aryan,NT available,North West Zone,"GR, CCC, FEBA, SGM, TWR, GFA radio",SAG,2003783,Census 2001,,"Uttarakhand [Almora, Nainital, Pithoragarh, Bageshwar, Champawat, Udhamsingh Nagar districts]; Central Zone Kumaoni is in Almora and northern Nainital, NorthEast Zoneern Kumaoni is in Pithoragarh, SouthEast Zoneern Kumaoni is in SouthEast Zoneern Nainital, Western Kumaoni is",,,,,,,,1998,,2011,,,,,Pahari cluster,,,221,,72%,Census 2001,,x,x,,,x,Yes,Yes,,,,Yes,,,,,,,,,,
Kumarbhag Paharia,kmj,Jharkhand,Dravidian,Translation in Progress,East Zone,NELC,FMPB,20179,Ethnologue 09,,"Jharkhand [Central Zone part of former Santal Pargana District, Sundar Pahari Block of Godda District, and all but southernmost block of Pakaur District]; West Bengal [Bankura, Barddhaman, and Murshidabad districts] ; Orissa [Mayurbhanj district]",1,,,,,X,,2007,,,,,,,Malto,,,222,,,,,,,,,,,,,,,,,,,,,,,,,
Kumbaran,wkb,Kerala,Dravidian,Limited Need,South Zone,,,10000,,,"Kerala [mainly Wayanad, Kozhikode, Malappuram districts, also Palakkad, Trissur, Ernakkulam, Kannur]; all states in peninsular India",,,Some are bilingual in Malayalam,,,,,,,,,,,,Wayanad cluster,,,223,,50%,,,,,,,,,,,,,,,,,,,,,,,
Kunduvadi,wku,Kerala,Dravidian,No Need,South Zone,,,500,,,"Kerala [Wayanad district - Puthadi, Purakkadi and Pulpalli villages; Kozhikode district - Vythiri Taluk - Cheeyambam, Irulambam, Manaluvayal, Pakkam, Porakady]",,,"Vitality of lg is doubtful, no concentrated settlement",,,,,,,,,,,,Wayanad cluster,,,224,,,,,,,,,,,,,,,,,,,,,,,,,
Kupia,key,Andhra Pradesh,Indo-Aryan,NT available,South Zone,,SIL/WHBL,6600,Ethnologue 09,,Andhra Pradesh [Vishakhapatnam and East Zone Godavari districts],,,Almost extinct,,,,,1967,,1983,,,,,AP Telugu,,,225,,40%,Census 1991,,x,,,,,,,,,,Yes,,,,,,,,,,
Kurichiya,kfh,Kerala,Dravidian,Limited Need,South Zone,,,35924,Census 2001,,"Kerala [Wayanad - Mananthavady and Vythiri tahsils, Kannur, Kozhikode districts]",,,"Shifting to Malayalam [mal], more in Kunnam than in Wayanad dialect. All are bilingual in Malayalam, but less than half with good proficiency. Many prefer Malayalam over their mother tongue and think children should learn Malayalam first. Possible reluctance to use mother tongue outside of village domain.",,,,,,,,,,,,Wayanad cluster,,,226,,68%,Census 2001,,,,,,,,,,,,,,,,,,,,,,
Kurmukar,kfv,Assam,Indo-Aryan,No need,NEI Zone,,,3000,Ethnologue 09,,"Assam [Barpeta, Goalpara, Dhubri districts mainly]; Tripura; West Bengal; Bihar; a few in Madhya Pradesh",,,They speak Bengali and use Bengali materials,,,,,,,,,,,,Assam,,,227,,,,,,,,,,,,,,,,,,,,,,,,,
"Kurumba, Alu",xua,Tamil Nadu,Dravidian,Full TR Need,South Zone,,BIT-LIT??,2500,Ethnologue 09,2835,Tamil Nadu [East Zoneern side of Nilgiri Hills],,,,,,,,,,,,,,,,,BMI completed recording of a set of story, OBS,228,1%,15-25%,,,,,,,,,,,,,,,,,,,,,,
"Kurumba, Attapady",pkr,Kerala,Dravidian,Translation in Progress,South Zone,,NLCI,1368,,,Kerala [Palakkad district - Attapady block],1,,"Low pop, but high lg use, positive attitude to MT",Gospel of Mark has been published. Whole NT drafted. Consultant checking completed for 13 books. also for Genesis.,,X,,2009,,,,,,,Palakkad cluster,,,229,,32%,Census 1991,,,,,,,,,,,,,,,,,,,,,,
"Kurumba, Betta",xub,Tamil Nadu,Dravidian,NT available,South Zone,"Raksha Bharat Trust, Voce of Hope Trust, Tribal Mission, Cornersone Ministries.",NLCI,32000,Ethnologue 09,,"Tamil Nadu [Nilgiri District - Gudalur, Panthalur taluks]; Karnataka [Kodagu district - Virarajendrapet, Somvarpet taluks; Mysore District - Heggadadevanakote, Piriyapatna taluks; Chamrajnagar district - Gundlupet taluk]; Kerala [Wayanad District - S. Battery taluk.",,,,,,,,1998,,2014,,,,,,,,230,,10-45%,,Tamil & Malayalam,,,,,,,,,,,,,,,,,,,,,
"Kurumba, Jennu",xuj,Karnataka,Dravidian,Translation in Progress,South Zone,"IBT, Vet India (Home), Raksha Bharat Trust (Social Work), Church planting",IBT/INDP/BFB,35000,Ethnologue 09,,"North side of Nilgiri Hills on the border between Tamil Nadu and Karnataka, just East Zone of the Kerala border, Karnataka [Mysore and Kodagu districts]; Kerala [Wayanad District]",2,,,Gospel of Mark is available. NT is nearing completion by BFB,,X,,2008,,,,,,,,,,231,,46%,,Tamil,,,,,x,,,,,,,,,,,,,,,,
"Kurumba, Kannada",kfi,Tamil Nadu,Dravidian,Translation in Progress,South Zone," GR, BR,NLCI, IEM",NLCI,179793,Ethnologue 09,,"Tamil Nadu [Teni District - Kambam Valley; Dindigul District - Sirumalai, Senkuruchi Hillocks, Palani; Coimbatore District - Pollachi, Western Fields, Western Gate Hills; Dharmapuri, Vellore, Chingalpattu, Salem districts]; Karnataka; Andhra Pradesh; Kera",1,,,The whole NT drafted. Consultant checking is over for 11 books. Mark published in May 2010.,,X,,1998,,,,,,,,,,232,,50%,,Tamil,,,,,,,,,,,,,,,,,,,,,
"Kurumba, Mullu",kpb,Kerala,Dravidian,Limited Need,South Zone,IEM,,26000,,,Kerala [East Zoneern Wayanad District - Sulthan Bathery and Vythiri tahsils], Tamil Nadu [Nilgiri District - western part of Gudalur tahsil - 10 hamlets in Erumad and Cherangodu villages],,,,"Use of MT decreasing, potentially endangered, 100% Hindu",,,,,,,,,,,,Wayanad cluster,,BMI completed recording of a set of story,233,,60%,,Tamil & Malayalam,,,,,,,,,,,,,,,,,,,
Kurux (Oraon),kru,Chandigarh,Dravidian,Whole Bible Available,Central Zone,"GR, CCC, INT, L, SGM, BSI, TWR, GFA radio",IBT/FMPB,1737044,Census 2001,,"Chhattisgarh [Raigarh, Surguja districts]; Jharkhand [Ranchi district]; West Bengal [Jalpaigiri district]; Bihar; Orissa [Sundargarh, Jharsuguda districts]; Assam; Tripura",,,,,,,,,,1950,,2000,,,Urao Ethnic Cluster,,,234,,62%,Census 2001,,x,x,,,x,Yes,Yes,,,Yes,Yes,,,,,,,,,,
Kuvi,kxv,Odissa,Dravidian,NT available,East Zone,"GR, L, WCOI, BSI",BSI,1395643,Census 2001,,"Orissa [mainly Koraput District, also Kalahandi, Ganjam, and Phulbani districts]; Andhra Pradesh [Vishakhapatnam, Vizianagaram, Srikakulam districts]",,,,,,,,,,1989,,,,,,,,235,,34-42%,,,,,,x,,,,,,,,,,,,,,,,,
Ladakhi,lbj,Jammu and Kashmir,Tibeto-Burman,Translation in Progress,North West Zone,"GR, MOR, SGM, RC, AOG, YWAM, GFA",SAG/OA,104502,Census 2001,,Jammu and Kashmir [Ladakh District - Leh is in Leh and surrounding areas. Zanskari is in Zanskar Tahsil to the south of Leh in Ladakh District. Changtang is in the Changtang region East Zone and southEast Zone of Leh to the Tibetan border. Shamma is west of Leh alo,1,,,NT STAGE 3,,X,,2001/2013,,,,,,,HI – Ladakhi,,,236,20-50%,54-65%,,,x,,,,x,Yes,Yes,,,,Yes,,,,,,,,,,
Lambadi,lmn,Andhra Pradesh,Indo-Aryan,NT available,South Zone,"BAP, CMA, GR, IEM, CCC, CSI, L, SGM, BSI, TWR, WCOI,
FEBA, GFA",TSC/IBT,4150281,Census 2001,,Andhra Pradesh, Maharashtra, Karnataka, Madhya Pradesh, Himachal Pradesh, Gujarat, Tamil Nadu, Orissa, West Bengal, Haryana, Punjab,,,,,,,,1999,,2005,,,,,AP Telugu,,,237,,34%,Census 2001,,x,x,,,,Yes,Yes,,,Yes,Yes
Lamkaang,lmk,Manipur,Tibeto-Burman,NT available,NEI Zone,"LNBA, SGM, GR, RC, SDA, UPC, BSI, BI",BSI,10000,,,"SouthEast Zone Manipur [Chandel district - 6 villages in West of Chandel district East Zone of Shuganu, 6 villages on the road between Chalong and Mombi New, 18 villages on roads between Palel and Chandel town and  Palel and Sibong]; Nagaland [Dimapur - Thamlakhure",,,,,,,,,,2002,,,,,"Naga, Manipur",,,238,,40%,,Meitei ,,,,,,,,,,,,,,,,,,,,,
Lepcha,lep,Sikkim,Tibeto-Burman,NT available,NEI Zone,"ANG, GR, CNI, FCS, GFA radio",BSI,50629,Census 2001,,Sikkim [Dzongu District], West Bengal [Darjeeling District - Kalimpong],,X,,,,,,,2008,1989,,,,,Sikkim cluster,,,239,,66%,Census 2001,,x,,,,,Yes,Yes,,,,Yes,,,,,,,,,
Lhomi,lhm,(northern) West Bengal,Tibeto-Burman,NT available,NEI Zone,,BSN,1318,Ethnologue 09,,West Bengal [Darjeeling],,,,,,,,,,1995,,,,,,,,240,25%,30%,,,,,,,,,,,,,,,,,,,,,,,
Limbu,lif,Sikkim,Tibeto-Burman,NT available,NEI Zone,"GR, GFA radio",SAG,28127,Census 2001,,Sikkim [mainly West district], West Bengal [Darjeeling district], Assam,,,,,,,,1999,,2009,,,,,Sikkim cluster,,,241,,,,,x,,,,,Yes,Yes,,,,Yes,,,,,,,,
Lish,lsh,Arunachal Pradesh,Tibeto-Burman,Limited Need,NEI Zone,SAG,SAG,682,Census 2001,,"Arunachal Pradesh [West Kameng district - Lish, Lish Gompache and Lish Gompalok villages]",,,A storying project (Matt Toulmin),,,X,,2009,,,,,,,"Arunachal, HI – EHG",,BMI completed recording of a set of story,242,,62%,Census 2001,,,,,,,,,,,,,,,,,,,,,,
Lisu,lis,Arunachal Pradesh,Tibeto-Burman,Whole Bible Available,NEI Zone,Katha School,,2105,Census 2001,,Arunachal Pradesh [Changlang District - Miao and Vijaynagar circles],,,,,,,,,,1938,,1968,,,Mishmi,,,243,,90%,,,,,,,,Yes,Yes,,,,,,,,,,,,,,
Lodha,lbm,Odissa,Indo-Aryan,Full TR Need,East Zone,,TWFTW/OA,139321,Census 2001,,"Orissa [Mayurbhanj district  - Morada and Suliapada in the Sadar subdivision, Balasore district - Sora block]; West Bengal [West Medinipur District - Binpur, Kharagpur-I blocks]; Jharkhand [along the border of West Bengal]",1,,"Pop 25000, high lg use and attitude, Christians in 7 villages (Survey 2007)",,,,,2016,,,,,,,,,BMI completed recording of a set of story, TWFTW started translation and Mark is completed, OA also is working in this lanuage,244,,22%,,Odiya,,,,,,,,,,,,,,,,,,,
"Lohar, Gade",gda,Rajasthan,Indo-Aryan,Limited Need,West Zone,,,1010,Ethnologue 09,,Rajasthan, Gujarat, Madhya Pradesh, Maharashtra, Uttar Pradesh, Delhi, Haryana, Punjab,,,"High lg use, nomadic (Survey 2009)",,,,,,,,,,,,Rajasthani cluster,,BMI completed recording of a set of story,245,,40%,Census 1981,,,,,,,,,,,,,,,
"Lohar, Lahul",lhl,Himachal Pradesh,Indo-Aryan,Limited Need,North West Zone,,,750,Ethnologue 09,,Himachal Pradesh [Lahul Valley],,,"Low pop, literacy recommended",,,,,,,,,,,,Lahul,,,246,,,,,,,,,,,,,,,,,,,,,,,,,
Lyngngam,lyg,Meghalaya,Austro-Asiatic,Limited Need,NEI Zone,,,5000,Ethnologue 09,,Meghalaya [West Khasi Hills - Mawshynrut block], Assam [Kamrup district],,,"They have own dialect, they can use Khasi material",,,,,,,,,,,,Northern Dhaka Division Cluster,,,247,,10%,,,,,,,,,,,,,,,,,,,,,,
Magahi,mag,Bihar,Indo-Aryan,NT available,Hindi Zone,"CCC, GR, BSI, EBT, FEBA, Santhali Gospel Mission, TWR,
OM, GEMS, AOG, GFA, New Life Fellowship","NIEA, TSC/ASSI",13978565,Census 2001,,"Bihar [Gaya, Bhagalpur, East Zoneern Patna Districts]; Jharkhand [northern Chotanagpur Division (Hazaribagh district]; West Bengal [Maldah District]",,,,,,,,2000,,2014,,,,,Bihar,,,248,30%,30%,,Hindi,x,x,,,x,Yes,Yes,,,Yes,Yes,,,,,,,,,,
"Magar, Eastern",mgp,Sikkim,Tibeto-Burman,NT available,NEI Zone,"GR, GFA Radio",NBS/SAG,71675,Ethnologue 09,,"Sikkim [concentrated in South district, scattered in East Zone district]",,,,,,,,1991,,1991,,,,,Sikkim cluster,,,249,,25-50%,,,x,,,,,Yes,Yes,,,,,,,,,,,,,,
Mahali,mjx,Jharkhand,Austro-Asiatic,No Need,East Zone,,NIEA,33000,Ethnologue 09,,"Jharkhand [Chotanagpur region - Ranchi, Hazaribagh, Gumla, Santal Pargana, Lohardaga, West Singhbhum, East Zone Singhbhum, Saraikela Kharsawan, Dhanbad districts]; West Bengal [Jalpaiguri, West Medinipur districts]; Orissa [Balasore (Baleshwar), Mayurbhanj, Ke",,,Could use Santali Scriptures,,,,,,,,,,,,Santali,,,250,,12-32%,Census 2001,,,,,,,,,,,,,,,,,,,,,,
Maithili,mai,Bihar,Indo-Aryan,NT available,Hindi Zone,"GR, CCC, SGM, FMPB, GEMS, TWR, GFA radio Emmanuel Hospital Assn,",SAG,12178673,Census 2001,,"Bihar [from Muzaffarpur on the west, past the Kosi on the East Zone to western Purnia District, to the districts of Munger and Bhagalpur in the south, and the Himalayan foothills on the north. Cultural and linguistic center are the towns of Madhubani and Darbh",,,,,,,,1971,,2010,,,,,Maithili,,,251,25-50%,25-50%,,,x,x,,,,Yes,Yes,Yes,,Yes,Yes,,,,,,,,,,
Majhi,mjz,Jharkhand,Indo-Aryan,Limited Need,East Zone,,Same as Santali? - check,20400,Ethnologue 09,,"Jharkhand [Gumla district]; Sikkim [South District - Majhigaon near Jorethang, East Zone District - Majhitar near Rangpo]; West Bengal; Assam",,,a wide spread group,,,,,,,,,,,,Jharkhand cluster,,,252,,,,,,,,,,,,,,,,,,,,,,,,,
Majhwar,mmj,Chandigarh,,No Need,Central Zone,,,48510,Census 2001,,"Chhattisgarh [Bilaspur District - Katghora tahsil; Raigarh and Surguja districts]; Uttar Pradesh [Allahabad, Varanasi, Mirzapur districts]; Sikkim",,,extinct,,,,,,,,,,,,,,,253,,,,,,,,,,,,,,,,,,,,,,,,,
Mal Paharia,mkb,Jharkhand,Indo-Aryan,NT available,East Zone,"L, FMPB, GR, BSI",BSI,60783,Census 2001,,"Jharkhand [southern part of former Santal Pargana District - Ramgarh Hills. Mainly in Dumka District, but many villages are in Pakaur, southern Godda, and Deoghar districts, and a few as far north as Depart village north of Borio in Sahibganj District.] W",,,,,,,,,,1997,,,,,Malto,,,254,,13%,Census 1981,,,,,,,,,,,,,,,,,,,,,,
Mala Malasar,ima,Kerala,Dravidian,Limited Need,South Zone,,??,312,Census 2001,,Kerala [Palakkad district -Parambikulam wildlife sanctuary], Tamil Nadu [Coimbatore district - Annamalai hills],,,"Low pop 1000, strong vitality (Survey 2006)",,,,,,,,,,,,Palakkad cluster,,,255,,15-17%,Census 2001,,,,,,,,,,,,,,,,,,,,,
Malankuravan,mjo,Tamil Nadu,Dravidian,No Need,South Zone,,,18562,Census 2001,21043,"Tamil Nadu [Kanniyakumari District]; Kerala [Trivandrum, Kollam, Kottayam districts - Chittar, Kattachira, Rajanpara in the Ranni Range, Pathanamthitta Taluk, Nottakal in the Pathanapuram Taluk, on the banks of the Pampa river and in the forest tracts of ",,,MT is being replaced by Malayalam,,,,,,,,,,,,,,,256,,41-53%,Census 2001,,,,,,,,,,,,,,,,,,,,,,
Malapandaram,mjp,Kerala,Dravidian,Limited Need,South Zone,,,5850,Census 2001,,"Kerala [Pathanamthitta and Kollam districts, some in Kottayam and Palakkad districts]; Tamil Nadu [Villupuram, Coimbatore and Madurai districts]",,,"Shift toward Malayalam [mal] in Kerala. Home, community. Negative attitudes. Many also use Malayalam [mal], except written.",,,,,,,,,,,,,,,257,,48-59%,Census 2001,,,,,,,,,,,,,,,,,,,,,,
Malaryan,mjq,Kerala,Dravidian,No Need,South Zone,,,32831,Census 2001,,"Kerala [Ernakulam, Idukki, Kottayam, and Thrissur districts]; Tamil Nadu",,,Speaks Malayalam,,,,,,,,,,,,,,,258,,,,,,,,,,,,,,,,,,,,,,,,,
Malasar,ymr,Kerala,Dravidian,Translation in Progress,South Zone,,WIN,7866,Census 2001,,Tamil nadu [Coimbatore district - Pollachi Taluk], Kerala [Palakkad district - Chittoor and Palakkad taluks],,1,,"They use language at home, village, religion. all the ages. Positive attitudes towards their mother tongue. Bilingual ability in Malayalam [mal] (in Kerala) increases with education but few have higher education. Bilingualism in Tamil [tam] reportedly more widespread even in Kerala.",,,,,,,2015,,,,,,,,259,,22-36%,Census 2001,,,,,,,,,,,,,,,,,,,,
Malavedan,mjr,Kerala,Dravidian,Limited Need,South Zone,,,12597,Census 2001,,"Kerala [Pathanamthitta, Idukki, Kottayam, Kollam, Ernakulam, Trivandrum districts]; Tamil Nadu [Kanniyakumari, Madurai, Dindigul, Nilgiris, Salem and Tirunelveli districts]",,,"Dying out in Idukki District, replaced by Malayalam [mal]. Home, village in Pathanamthitta district. Positive attitudes in Pathanamthitta district. Bilingualism in Malayalam [mal] widespread in Kerala.",,,,,,,,,,,,,,,260,,56-78%,Census 2001,,,,,,,,,,,,,,,,,,,,,,
Malayalam,mal,Kerala,Dravidian,Whole Bible Available,South Zone,"GR, IBS, UBS, CCC, CSI, FEBA, IMA, SGM, BSI, WBTC, TWR, WCOI, GFA radio",,33015420,,,Kerala, Laccadive Islands, and NEI Zoneghboring states,,,,,,,,,,1829,,1841,,,Malayalam cluster,,,261,,,,,x,x,x,x,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,
Maldivian,div,Lakshadweep,Indo-Aryan,No Need in India,Not Applicable,,,15000,,,Minicoy Island in the Laccadive Islands in India, Kerala [Trivandrum],,,Lg of Maldives,,,,,,,,,,,,,,,262,,98%,,,x,,,,,,,,,Yes,Yes,,,,,,,,,
Malvi,mup,Madhya Pradesh,Indo-Aryan,NT available,Central Zone,"NLCI, CNI, Other independent org.",NLCI,5624388,Census 2001,,"Madhya Pradesh [Ujjain, Indore, Rathlam, Mandsaur, Rajgarh, Dewas, Shajapur, Nimuch, Sehore, Dhar, Bhopal districts]; Rajasthan [Jhalawar district]",,,,,,,,2001,,2012,,,,,,,,263,,58%,Census 2001,,,,,,x,Yes,Yes,,,,Yes,,,,,,,,,,
Manda,mha,Odissa,Dravidian,Research Need,East Zone,,,4036,Ethnologue 09,,Orissa [Kalahandi District - Thuamul Rampur subdivision],,,Information is not sufficient to make any decision,,,,,,,,,,,,Gondi cluster,,,264,,,,,,,,,,,,,,,,,,,,,,,,,
Mandiyli,mjl,Himachal Pradesh,Indo-Aryan,Translation in Progress,North West Zone,,OA,611930,Census 2001,,Himachal Pradesh [Mandi District],1,,Kangri as reference project,NT STAGE 3,,X,,2006,,,,,,,Pahari cluster,,,265,,,,,,,,,x,Yes,Yes,,,,,,,,,,,,,,
Manna-Dora,mju,Andhra Pradesh,Dravidian,No Need,South Zone,,,13579,Census 2001,,"Andhra Pradesh [East Zone Godavari, West Godavari, Srikakulam, Vishakhapatnam, Vizianagaram districts]; Tamil Nadu",,,People reported using Telugu.,,,,,,,,,,,,AP Telugu,,,266,,,,,,,,,,,,,,,,,,,,,,,,,
Mannan,mjv,Kerala,Dravidian,Translation in Progress,South Zone,NLCI,NLCI,7846,Census 2001,,"Kerala [Idukki District - Udumpanchola, Devikulam, Pirmed tahsils] Tamil Nadu [Madurai district]",1,,,"Whole NT drafted. Mark, Acts, Genesis pubilshed. 13 book consultant checking completed.",,X,,2009,,,,,,,Idukki cluster,,,267,,50-84%,Census 2001,,,,,,,,,,,,,,,,,,,,,,
